chr1:14362-29370	WASH7P
chr19_gl000209_random:98135-112667	KIR2DS3
chr19_gl000209_random:115099-129113	KIR2DS1
chr19_gl000209_random:131433-145743	KIR2DS2
chr1_gl000191_random:34173-50281	SRSF10
chr1_gl000192_random:132569-468683	HYDIN2
chr1_gl000192_random:429710-468683	CH17-408M7.1
chr2:218136-256340	SH3YL1
chr2:218136-261130	SH3YL1
chr2:218136-262786	SH3YL1
chr2:218136-264097	SH3YL1
chr2:218136-264392	SH3YL1
chr2:218136-264743	SH3YL1
chr2:218136-264866	SH3YL1
chr2:239561-264866	SH3YL1
chr2:264869-278282	ACP1
chr2:667973-677439	TMEM18
chr2:779837-864112	LINC01115
chr2:946554-1371384	SNTG2
chr2:1417233-1546499	TPO
chr2:1418180-1546499	TPO
chr2:1635659-1748319	PXDN
chr2:1792885-2328117	MYT1L
chr2:1792885-2329966	MYT1L
chr2:1792885-2329982	MYT1L
chr2:1792885-2335008	MYT1L
chr2:1792885-2335029	MYT1L
chr2:1792885-2335085	MYT1L
chr2:2898820-3129798	LINC01250
chr2:3192695-3381703	TSSC1
chr2:3383446-3483342	TRAPPC12
chr2:3501690-3521518	ADI1
chr2:3592482-3605961	RNASEH1
chr2:3649496-3692234	COLEC11
chr2:3653642-3692234	COLEC11
chr2:3705786-3750260	ALLC
chr2:3751182-3895000	DCDC2C
chr2:4005245-4021622	LINC01304
chr2:4675808-4703812	LINC01249
chr2:5774273-5831250	LINC01248
chr2:6072819-6120350	LINC01105
chr2:6506142-6515554	LINC01247
chr2:6869300-6910442	LINC00487
chr2:6968685-6980595	NRIR
chr2:6980684-7005950	CMPK2
chr2:6988440-7005950	CMPK2
chr2:6988440-7006766	CMPK2
chr2:6990781-7005950	CMPK2
chr2:7017796-7038363	RSAD2
chr2:7057549-7184313	RNF144A
chr2:7057549-7216484	RNF144A
chr2:7058925-7184313	RNF144A
chr2:7073148-7095132	RNF144A
chr2:7073148-7184313	RNF144A
chr2:7202858-7218011	LOC101929452
chr2:7561392-7590381	LOC100506274
chr2:8026898-8039786	LOC101929551
chr2:8062556-8116945	LINC00298
chr2:8147901-8468549	LINC00299
chr2:8699963-8723922	LINC01814
chr2:8811114-8821993	ID2-AS1
chr2:8861264-8977769	KIDINS220
chr2:8868987-8977769	KIDINS220
chr2:8897331-8977769	KIDINS220
chr2:8992820-9143879	MBOAT2
chr2:9346894-9545812	ASAP2
chr2:9545810-9562789	ITGB1BP1
chr2:9545810-9563305	ITGB1BP1
chr2:9563666-9613239	CPSF3
chr2:9614658-9628753	IAH1
chr2:9615128-9628753	IAH1
chr2:9724096-9771184	YWHAQ
chr2:9983571-10074545	TAF1B
chr2:9983571-10074546	TAF1B
chr2:10091792-10142412	GRHL1
chr2:10183682-10194963	KLF11
chr2:10183956-10194963	KLF11
chr2:10184372-10194963	KLF11
chr2:10196926-10220538	CYS1
chr2:10262695-10271546	RRM2
chr2:10281509-10351856	C2orf48
chr2:10443030-10567743	HPCAL1
chr2:10443826-10567743	HPCAL1
chr2:10470289-10567743	HPCAL1
chr2:10508804-10567743	HPCAL1
chr2:10508890-10567743	HPCAL1
chr2:10710892-10830113	NOL10
chr2:10861775-10925236	ATP6V1C2
chr2:10923517-10952965	PDIA6
chr2:10923517-10972611	PDIA6
chr2:10923517-10978103	PDIA6
chr2:11239977-11272302	FLJ33534
chr2:11273179-11286916	C2orf50
chr2:11295498-11318998	PQLC3
chr2:11319885-11484711	ROCK2
chr2:11319885-11485533	ROCK2
chr2:11534107-11543203	LINC00570
chr2:11584501-11606303	E2F6
chr2:11680080-11728355	GREB1
chr2:11682851-11732272	GREB1
chr2:11798304-11810329	NTSR2
chr2:11864441-11967533	LPIN1
chr2:11864460-11924431	LPIN1
chr2:11886711-11967533	LPIN1
chr2:11888659-11967533	LPIN1
chr2:12147242-12223743	MIR3681HG
chr2:12147242-12271710	MIR3681HG
chr2:12147242-12718474	MIR3681HG
chr2:12856998-12882858	TRIB2
chr2:13106908-13147138	LOC100506474
chr2:14368998-14541082	LINC00276
chr2:14772807-14792040	FAM84A
chr2:15731745-15771235	DDX1
chr2:15830906-15859085	LINC01804
chr2:16060521-16076140	MYCNUT
chr2:16190549-16225811	GACAT3
chr2:16730730-16847134	FAM49A
chr2:17691851-17711681	RAD51AP2
chr2:17721807-17837706	VSNL1
chr2:17845079-17935096	SMC6
chr2:17935125-17967180	GEN1
chr2:17935427-17967180	GEN1
chr2:18059114-18114225	KCNS3
chr2:18059924-18114225	KCNS3
chr2:18735989-18770846	NT5C1B-RDH14
chr2:18744137-18770846	NT5C1B
chr2:19167729-19226726	LINC01376
chr2:20068615-20084808	LINC00954
chr2:20110029-20189884	WDR35
chr2:20189965-20204567	LOC101928222
chr2:20191813-20212455	MATN3
chr2:20400558-20424927	SDC1
chr2:20400558-20425194	SDC1
chr2:20448453-20527147	PUM2
chr2:20448453-20550611	PUM2
chr2:20817564-20850864	HS1BP3
chr2:20866424-20879001	GDF7
chr2:20883774-21022890	LDAH
chr2:21224301-21266945	APOB
chr2:21346858-21367238	TDRD15
chr2:21910306-21933524	LINC01822
chr2:23608298-23931483	KLHL29
chr2:23971534-24149984	ATAD2B
chr2:24163376-24223693	UBXN2A
chr2:24232957-24249645	MFSD2B
chr2:24252206-24270296	WDCP
chr2:24272571-24286550	FKBP1B
chr2:24290454-24299314	SF3B6
chr2:24299744-24392507	FAM228B
chr2:24346350-24392507	FAM228B
chr2:24397912-24414567	FAM228A
chr2:24425735-24583397	ITSN2
chr2:24443188-24583397	ITSN2
chr2:24461842-24583397	ITSN2
chr2:24807346-24993570	NCOA1
chr2:25015984-25045245	CENPO
chr2:25042039-25142886	ADCY3
chr2:25166505-25194963	DNAJC27
chr2:25194981-25262563	DNAJC27-AS1
chr2:25264973-25382004	EFR3B
chr2:25265332-25382004	EFR3B
chr2:25455830-25475000	DNMT3A
chr2:25455830-25475184	DNMT3A
chr2:25455830-25564784	DNMT3A
chr2:25455830-25565459	DNMT3A
chr2:25504321-25564784	DNMT3A
chr2:25504321-25565459	DNMT3A
chr2:25600112-25873091	DTNB
chr2:25600112-25896516	DTNB
chr2:25609256-25896516	DTNB
chr2:25781059-25896516	DTNB
chr2:25956622-26101385	ASXL2
chr2:26149455-26205443	KIF3C
chr2:26256729-26360323	RAB10
chr2:26395960-26412532	GAREM2
chr2:26403585-26412532	GAREM2
chr2:26413504-26467594	HADHA
chr2:26467616-26513333	HADHB
chr2:26531041-26541970	ADGRF3
chr2:26531041-26568710	ADGRF3
chr2:26531041-26569685	ADGRF3
chr2:26532812-26541917	ADGRF3
chr2:26568954-26618759	SELENOI
chr2:26624780-26679579	DRC1
chr2:26680071-26700910	OTOF
chr2:26680071-26781566	OTOF
chr2:26785427-26802400	C2orf70
chr2:26804070-26864236	CIB4
chr2:26915581-26954066	KCNK3
chr2:26987142-27004099	SLC35F6
chr2:27070969-27173219	DPYSL5
chr2:27071157-27173219	DPYSL5
chr2:27071292-27173219	DPYSL5
chr2:27193239-27250087	MAPRE3
chr2:27237622-27250087	MAPRE3
chr2:27274291-27293490	AGBL5
chr2:27274491-27293490	AGBL5
chr2:27309611-27323619	KHK
chr2:27322221-27341995	CGREF1
chr2:27323462-27341773	CGREF1
chr2:27323462-27341995	CGREF1
chr2:27422455-27435175	SLC5A6
chr2:27440258-27466660	CAD
chr2:27477440-27498189	SLC30A3
chr2:27477440-27498685	SLC30A3
chr2:27505297-27530307	TRIM54
chr2:27532360-27545969	MPV17
chr2:27548716-27579359	GTF3C2
chr2:27548716-27579901	GTF3C2
chr2:27604066-27632550	PPM1G
chr2:27650657-27665124	NRBP1
chr2:27651419-27665124	NRBP1
chr2:27667240-27712678	IFT172
chr2:27719706-27746550	GCKR
chr2:27805836-27846082	ZNF512
chr2:27851515-27873713	GPN1
chr2:27851863-27873713	GPN1
chr2:27873676-27886707	SUPT7L
chr2:27886338-27917847	SLC4A1AP
chr2:27928653-27938599	LINC01460
chr2:28004231-28113263	RBKS
chr2:28111576-28561767	BABAM2
chr2:28113482-28561767	BABAM2
chr2:28371424-28429828	LOC100505736
chr2:28607276-28617539	FLJ31356
chr2:28615779-28637516	FOSL2
chr2:28718938-28866653	PLB1
chr2:28789224-28867001	PLB1
chr2:28931916-28959071	LOC100505774
chr2:28974614-29025806	PPP1CB
chr2:28974626-29025806	PPP1CB
chr2:29033700-29073475	SPDYA
chr2:29038863-29063675	SPDYA
chr2:29072688-29093175	TRMT61B
chr2:29117509-29171086	WDR43
chr2:29204164-29275096	TOGARAM2
chr2:29284556-29297127	C2orf71
chr2:29320542-29397581	CLIP4
chr2:29337744-29397581	CLIP4
chr2:29338292-29406679	CLIP4
chr2:29415640-30144477	ALK
chr2:30369750-30383399	YPEL5
chr2:30454397-30482899	LBH
chr2:30670092-30867091	LCLAT1
chr2:30945638-31030311	CAPN13
chr2:31133331-31352506	GALNT14
chr2:31133331-31361592	GALNT14
chr2:31133333-31361592	GALNT14
chr2:31395922-31440411	CAPN14
chr2:31395922-31456823	CAPN14
chr2:31456880-31491260	EHD3
chr2:31557188-31637611	XDH
chr2:31749656-31806040	SRD5A2
chr2:32092879-32235733	MEMO1
chr2:32092879-32236121	MEMO1
chr2:32236718-32264904	DPY30
chr2:32248961-32264904	DPY30
chr2:32288680-32382706	SPAST
chr2:32390910-32449448	SLC30A6
chr2:32449518-32489949	NLRC4
chr2:32449518-32490689	NLRC4
chr2:32449518-32490812	NLRC4
chr2:32502958-32531658	YIPF4
chr2:32582096-32843965	BIRC6
chr2:32782588-32799885	BIRC6-AS2
chr2:32853087-33046118	TTC27
chr2:33152194-33171202	LOC100271832
chr2:33172369-33624575	LTBP1
chr2:33359664-33624575	LTBP1
chr2:33661416-33789798	RASGRP3
chr2:33683113-33789798	RASGRP3
chr2:33701321-33789798	RASGRP3
chr2:33780112-33794497	LOC105374454
chr2:33808728-33824429	FAM98A
chr2:33931953-34522813	LINC01317
chr2:34902624-34947630	LINC01320
chr2:36583370-36778278	CRIM1
chr2:36923833-36986818	VIT
chr2:36923833-37041937	VIT
chr2:37064841-37193615	STRN
chr2:37208144-37311488	HEATR5B
chr2:37311594-37326387	GPATCH11
chr2:37332284-37374965	EIF2AK2
chr2:37332284-37384190	EIF2AK2
chr2:37394963-37415690	SULT6B1
chr2:37423604-37443336	CEBPZOS
chr2:37428775-37458740	CEBPZ
chr2:37458774-37476303	NDUFAF7
chr2:37458774-37483608	NDUFAF7
chr2:37458774-37489483	NDUFAF7
chr2:37458774-37498508	NDUFAF7
chr2:37477646-37544222	PRKD3
chr2:37571753-37600465	QPCT
chr2:37869025-37899342	CDC42EP3
chr2:37869025-37899678	CDC42EP3
chr2:38053390-38103006	LINC00211
chr2:38152462-38244890	RMDN2
chr2:38152462-38294280	RMDN2
chr2:38152674-38244890	RMDN2
chr2:38155902-38244890	RMDN2
chr2:38177477-38263484	RMDN2-AS1
chr2:38177587-38244890	RMDN2
chr2:38177587-38294285	RMDN2
chr2:38358247-38408993	CYP1B1-AS1
chr2:38521099-38603672	ATL2
chr2:38521099-38604565	ATL2
chr2:38521099-38605726	ATL2
chr2:38685780-38742882	LOC101929596
chr2:38790328-38830178	HNRNPLL
chr2:38893052-38961909	GALM
chr2:39024876-39103075	DHX57
chr2:39146504-39202590	ARHGEF33
chr2:39208690-39347604	SOS1
chr2:39395186-39471124	CDKL4
chr2:39405688-39456729	CDKL4
chr2:39476407-39664453	MAP4K3
chr2:39664557-39828484	LOC728730
chr2:39892638-39945104	TMEM178A
chr2:39893035-39945104	TMEM178A
chr2:39963200-40006416	THUMPD2
chr2:40144774-40482349	SLC8A1-AS1
chr2:40339286-40657444	SLC8A1
chr2:40339286-40739575	SLC8A1
chr2:42104695-42121186	LINC01913
chr2:42162508-42180943	C2orf91
chr2:42275161-42285668	PKDCC
chr2:42369575-42397371	LOC102723824
chr2:42396478-42559688	EML4
chr2:42562701-42588383	COX7A2L
chr2:42577636-42587178	COX7A2L
chr2:42577636-42588383	COX7A2L
chr2:42577636-42596097	COX7A2L
chr2:42669157-42721237	KCNG3
chr2:42721709-42984087	MTA3
chr2:42795185-42984087	MTA3
chr2:42795657-42936686	MTA3
chr2:42795657-42984087	MTA3
chr2:42994229-43019751	HAAO
chr2:43254992-43266682	LINC01819
chr2:43457975-43823113	THADA
chr2:43457975-43823185	THADA
chr2:43779207-43823113	THADA
chr2:43783232-43823185	THADA
chr2:43864439-43995126	PLEKHH2
chr2:44001178-44022316	DYNC2LI1
chr2:44001178-44037149	DYNC2LI1
chr2:44001178-44055458	DYNC2LI1
chr2:44039611-44065958	ABCG5
chr2:44066103-44105605	ABCG8
chr2:44113363-44223144	LRPPRC
chr2:44395942-44458612	PPM1B
chr2:44395942-44461742	PPM1B
chr2:44502597-44547962	SLC3A1
chr2:44544748-44586888	PREPL
chr2:44544748-44587813	PREPL
chr2:44544748-44589001	PREPL
chr2:44589043-44999731	CAMKMT
chr2:45615819-45838433	SRBD1
chr2:45879043-46415129	PRKCE
chr2:46524541-46613842	EPAS1
chr2:46656329-46668972	LOC101805491
chr2:46738974-46769696	ATP6V1E2
chr2:46769867-46811827	RHOQ
chr2:46795396-46807377	LOC100506142
chr2:46808413-46844251	PIGF
chr2:46844311-46857315	CRIPT
chr2:46926099-46989927	SOCS5
chr2:46926349-46989927	SOCS5
chr2:47055003-47086145	LINC01119
chr2:47129009-47143007	MCFD2
chr2:47129009-47143251	MCFD2
chr2:47129009-47168994	MCFD2
chr2:47143268-47303275	TTC7A
chr2:47168313-47303275	TTC7A
chr2:47314130-47382517	STPG4
chr2:47355587-47382517	STPG4
chr2:47387221-47401346	CALM2
chr2:47387221-47403762	CALM2
chr2:47387221-47404075	CALM2
chr2:47419544-47572213	LOC101927043
chr2:47441088-47572213	LOC101927043
chr2:47596287-47614167	EPCAM
chr2:47630206-47710367	MSH2
chr2:47747915-47797470	KCNK12
chr2:48010221-48034092	MSH6
chr2:48011094-48034092	MSH6
chr2:48034059-48115858	FBXO11
chr2:48034059-48132932	FBXO11
chr2:48541795-48606434	FOXN2
chr2:48667908-48742531	PPP1R21
chr2:48757064-49003656	STON1-GTF2A1L
chr2:48757308-48825654	STON1
chr2:48796159-48906748	STON1-GTF2A1L
chr2:48807726-48906748	STON1-GTF2A1L
chr2:48844919-48906751	GTF2A1L
chr2:48913913-48982880	LHCGR
chr2:49189296-49381666	FSHR
chr2:50145643-50201341	NRXN1
chr2:50145643-50574892	NRXN1
chr2:50145643-50574894	NRXN1
chr2:51143960-51259674	NRXN1
chr2:51149659-51259674	NRXN1
chr2:52597786-52617208	LINC01867
chr2:53897117-54014146	ASB3
chr2:53897450-54087170	GPR75-ASB3
chr2:54014068-54045956	ERLEC1
chr2:54091204-54197977	PSME4
chr2:54198240-54532435	ACYP2
chr2:54342410-54370451	ACYP2
chr2:54342410-54532435	ACYP2
chr2:54350315-54532435	ACYP2
chr2:54558071-54588714	C2orf73
chr2:54683454-54898583	SPTBN1
chr2:54785531-54889445	SPTBN1
chr2:54952149-55199156	EML6
chr2:55199326-55274022	RTN4
chr2:55199326-55275802	RTN4
chr2:55199326-55276326	RTN4
chr2:55199326-55276827	RTN4
chr2:55199326-55277734	RTN4
chr2:55199326-55277953	RTN4
chr2:55199326-55364967	RTN4
chr2:55199327-55237470	RTN4
chr2:55199327-55276326	RTN4
chr2:55199327-55277734	RTN4
chr2:55399687-55459449	CLHC1
chr2:55399687-55459699	CLHC1
chr2:55463756-55496315	MTIF2
chr2:55463756-55496384	MTIF2
chr2:55514978-55647057	CCDC88A
chr2:55746731-55772216	CFAP36
chr2:55774428-55844860	PPP4R3B
chr2:55861198-55921045	PNPT1
chr2:56093097-56151298	EFEMP1
chr2:56190541-56274461	MIR217HG
chr2:56301789-56317517	LINC01813
chr2:56400669-56412905	LOC100129434
chr2:56411258-56613309	CCDC85A
chr2:58134786-58387055	VRK2
chr2:58273777-58387055	VRK2
chr2:58273847-58387055	VRK2
chr2:58386378-58468515	FANCL
chr2:58747888-59290901	LINC01122
chr2:59444843-59506535	LINC01793
chr2:60586351-60610171	MIR4432HG
chr2:60586351-60618510	MIR4432HG
chr2:60684329-60780633	BCL11A
chr2:60983365-61029221	PAPOLG
chr2:61074895-61108449	LINC01185
chr2:61108630-61155291	REL
chr2:61167548-61244566	PUS10
chr2:61167548-61245394	PUS10
chr2:61244812-61279125	PEX13
chr2:61293005-61351426	KIAA1841
chr2:61293005-61365169	KIAA1841
chr2:61293344-61351094	KIAA1841
chr2:61293344-61365169	KIAA1841
chr2:61372203-61391964	C2orf74
chr2:61404553-61414686	AHSA2
chr2:61404553-61416060	AHSA2
chr2:61414590-61697849	USP34
chr2:61705069-61765418	XPO1
chr2:62051983-62081278	FAM161A
chr2:62095262-62115806	CCT4
chr2:62115858-62363205	COMMD1
chr2:62132777-62363205	COMMD1
chr2:62423262-62451866	B3GNT2
chr2:62442656-62451866	B3GNT2
chr2:62900986-63273621	EHBP1
chr2:62934032-63273621	EHBP1
chr2:63348535-63665141	WDPCP
chr2:63348535-63815867	WDPCP
chr2:63815743-63834330	MDH1
chr2:63816285-63834330	MDH1
chr2:64068098-64118696	UGP2
chr2:64069014-64118696	UGP2
chr2:64119667-64246214	VPS54
chr2:64319786-64371605	PELI1
chr2:64412213-64432619	LINC00309
chr2:64455535-64479665	LOC100507006
chr2:64751439-64820138	AFTPH
chr2:64834446-64843616	LOC339807
chr2:64858755-64881046	SERTAD2
chr2:65073264-65090765	LINC01800
chr2:65128974-65159581	LINC02245
chr2:65215579-65250999	SLC1A4
chr2:65215579-65251000	SLC1A4
chr2:65216495-65251000	SLC1A4
chr2:65283495-65314142	CEP68
chr2:65313988-65357435	RAB1A
chr2:65454829-65498390	ACTR2
chr2:65537985-65659656	SPRED2
chr2:66610438-66619578	LINC01873
chr2:66650475-66660602	MEIS1-AS3
chr2:66801162-66922720	LINC01798
chr2:67131568-67198598	LINC01799
chr2:67313578-67516376	LINC01828
chr2:67350489-67442451	LINC01829
chr2:67440540-67471706	LOC101927661
chr2:67624442-67637533	ETAA1
chr2:68023186-68052694	LINC01812
chr2:68269332-68290159	C1D
chr2:68357281-68384692	WDR92
chr2:68361216-68384678	WDR92
chr2:68361225-68384692	WDR92
chr2:68384962-68403370	PNO1
chr2:68405989-68479651	PPP3R1
chr2:68511303-68547183	CNRIP1
chr2:68520142-68547183	CNRIP1
chr2:68592322-68624585	PLEK
chr2:68694691-68807294	APLF
chr2:68870720-68882708	PROKR1
chr2:68961913-69053957	ARHGAP25
chr2:69088048-69098649	BMP10
chr2:69240276-69373496	ANTXR1
chr2:69240276-69399689	ANTXR1
chr2:69546901-69614386	GFPT1
chr2:69623245-69664760	NFU1
chr2:69685127-69870977	AAK1
chr2:69870937-70053609	ANXA4
chr2:69969106-70053609	ANXA4
chr2:70056738-70108527	GMCL1
chr2:70121075-70132368	SNRNP27
chr2:70142173-70170076	MXD1
chr2:70189395-70314147	PCBP1-AS1
chr2:70377012-70417843	C2orf42
chr2:70377012-70418058	C2orf42
chr2:70377012-70418203	C2orf42
chr2:70436576-70475779	TIA1
chr2:70485231-70508317	PCYOX1
chr2:70508494-70520356	SNRPG
chr2:70508494-70520590	SNRPG
chr2:70508494-70520903	SNRPG
chr2:70674412-70780770	TGFA
chr2:70674412-70781147	TGFA
chr2:70694517-70708772	TGFA-IT1
chr2:70889216-70994847	ADD2
chr2:70889216-70995375	ADD2
chr2:70902216-70995375	ADD2
chr2:71004442-71017775	FIGLA
chr2:71035776-71047732	CLEC4F
chr2:71035777-71047732	CLEC4F
chr2:71127720-71160575	VAX2
chr2:71162998-71192561	ATP6V1B1
chr2:71213068-71222001	TEX261
chr2:71295408-71305998	NAGK
chr2:71336806-71357394	MCEE
chr2:71409868-71454233	PAIP2B
chr2:71558885-71662191	ZNF638
chr2:71680753-71913893	DYSF
chr2:71693832-71913893	DYSF
chr2:72403113-73053171	EXOC6B
chr2:73144604-73162020	EMX1
chr2:73169165-73286322	SFXN5
chr2:73169165-73298965	SFXN5
chr2:73300510-73340146	RAB11FIP5
chr2:73429386-73438340	NOTO
chr2:73441366-73454355	SMYD5
chr2:73461364-73480150	CCT7
chr2:73481810-73496758	FBXO41
chr2:73612886-73837046	ALMS1
chr2:73872046-73912694	ALMS1P1
chr2:73989325-74007284	DUSP11
chr2:74011316-74044274	C2orf78
chr2:74056043-74094295	STAMBP
chr2:74056114-74094295	STAMBP
chr2:74056125-74094295	STAMBP
chr2:74120093-74146780	ACTG2
chr2:74153953-74186088	DGUOK
chr2:74185095-74208566	DGUOK-AS1
chr2:74213531-74335302	TET3
chr2:74362528-74375039	BOLA3
chr2:74379725-74405441	MOB1A
chr2:74379725-74406094	MOB1A
chr2:74443369-74570534	SLC4A5
chr2:74448561-74542152	SLC4A5
chr2:74588281-74601862	DCTN1
chr2:74588281-74607482	DCTN1
chr2:74588281-74619214	DCTN1
chr2:74652988-74667710	RTKN
chr2:74652988-74669060	RTKN
chr2:74699959-74710357	CCDC142
chr2:74710200-74721691	TTC31
chr2:74759386-74776790	LOXL3
chr2:74759386-74781122	LOXL3
chr2:74785010-74875164	M1AP
chr2:74785010-74875465	M1AP
chr2:74881355-74910981	SEMA4F
chr2:75059782-75120481	HK2
chr2:75136258-75165545	LINC01291
chr2:75185770-75196859	POLE4
chr2:75278163-75426645	TACR1
chr2:75719444-75788092	EVA1A
chr2:75719444-75796848	EVA1A
chr2:75751194-75769832	LOC101927884
chr2:75873909-75889334	MRPL19
chr2:75889832-75937732	GCFC2
chr2:75889832-75938111	GCFC2
chr2:75928909-75938111	GCFC2
chr2:77213091-77236914	LOC101927907
chr2:77970822-78517857	LOC101927967
chr2:78315856-78354932	LOC101927948
chr2:78772657-78793210	LOC105374820
chr2:79740060-80875988	CTNNA2
chr2:80532230-80875988	CTNNA2
chr2:80540504-80875988	CTNNA2
chr2:84650647-84686586	SUCLG1
chr2:84743579-85046713	DNAH6
chr2:85048791-85108369	TRABD2A
chr2:85063043-85108369	TRABD2A
chr2:85198231-85286595	KCMF1
chr2:85360583-85537511	TCF7L1
chr2:85545141-85555419	TGOLN2
chr2:85569078-85581821	RETSAT
chr2:85581843-85618875	ELMOD3
chr2:85621871-85636955	CAPG
chr2:85621871-85637432	CAPG
chr2:85621871-85637820	CAPG
chr2:85621871-85641197	CAPG
chr2:85646054-85664152	SH2D6
chr2:85771843-85788657	GGCX
chr2:85811531-85820511	VAMP5
chr2:85829965-85876407	USP39
chr2:85839226-85876407	USP39
chr2:85843215-85876407	USP39
chr2:85884440-85895864	SFTPB
chr2:85980909-86018506	ATOH8
chr2:86042253-86053911	LOC284950
chr2:86066271-86116157	ST3GAL5
chr2:86066272-86094793	ST3GAL5
chr2:86251569-86333278	POLR1A
chr2:86333305-86369280	PTCD3
chr2:86371055-86422893	IMMT
chr2:86426556-86440477	MRPL35
chr2:86441120-86564777	REEP1
chr2:86441120-86565206	REEP1
chr2:86668271-86719839	KDM3A
chr2:86668584-86719839	KDM3A
chr2:86730553-86790620	CHMP3
chr2:86730553-86948245	RNF103-CHMP3
chr2:86830516-86851000	RNF103
chr2:86947414-87005164	RMND5A
chr2:87011728-87035519	CD8A
chr2:87042460-87089047	CD8B
chr2:87068689-87089047	CD8B
chr2:87088948-87122165	ANAPC1P1
chr2:87140935-87239861	RGPD2
chr2:87144738-87241099	RGPD1
chr2:87237588-87248969	PLGLB1
chr2:87237588-87248973	PLGLB2
chr2:87257798-87303536	LOC285074
chr2:87754946-87821037	CYTOR
chr2:87769469-87821037	CYTOR
chr2:88047606-88058994	PLGLB2
chr2:88047610-88058994	PLGLB1
chr2:88055479-88285309	RGPD1
chr2:88056718-88125286	RGPD2
chr2:88326722-88355320	KRCC1
chr2:88367299-88412902	SMYD1
chr2:88469814-88486156	THNSL2
chr2:88472658-88486156	THNSL2
chr2:88838238-88875128	LOC101928371
chr2:88856258-88924447	EIF2AK3
chr2:88856258-88927094	EIF2AK3
chr2:88991176-89050452	RPIA
chr2:89065419-89106109	ANKRD36BP2
chr2:91824709-91847975	LOC654342
chr2:91887714-91900136	LOC101927050
chr2:95534430-95613087	LOC442028
chr2:95691400-95719737	MAL
chr2:95751136-95787772	MRPS5
chr2:95810745-95825330	ZNF514
chr2:95831162-95850064	ZNF2
chr2:95940196-95957055	PROM2
chr2:95963072-96051825	KCNIP3
chr2:96068448-96078879	FAHD2A
chr2:96472800-96492729	LINC00342
chr2:96515296-96658068	ANKRD36C
chr2:96676299-96688884	FAHD2CP
chr2:96687694-96700993	GPAT2
chr2:96687694-96701722	GPAT2
chr2:96789589-96804175	ASTL
chr2:96850603-96874573	STARD7
chr2:96874154-96908362	STARD7-AS1
chr2:96915946-96931751	TMEM127
chr2:97001479-97042833	NCAPH
chr2:97163380-97173846	NEURL3
chr2:97202456-97218375	ARID5A
chr2:97203616-97218375	ARID5A
chr2:97258892-97303797	KANSL3
chr2:97258892-97304116	KANSL3
chr2:97265390-97304116	KANSL3
chr2:97308474-97370622	FER1L5
chr2:97371667-97405813	LMAN2L
chr2:97371667-97405829	LMAN2L
chr2:97426639-97477628	CNNM4
chr2:97481991-97501121	CNNM3
chr2:97513724-97523756	ANKRD39
chr2:97525473-97535735	SEMA4C
chr2:97541619-97560899	FAM178B
chr2:97541619-97563870	FAM178B
chr2:97541619-97652301	FAM178B
chr2:97749323-97760619	FAHD2B
chr2:97779233-97930257	ANKRD36
chr2:97944454-97957632	LOC100506076
chr2:98121261-98206428	ANKRD36B
chr2:98286206-98319529	LINC01125
chr2:98330031-98356323	ZAP70
chr2:98372801-98612354	TMEM131
chr2:98703595-98853268	VWA3B
chr2:98703595-98929410	VWA3B
