Gene	Gene_Symbol	Predict	Prob_0	Prob_1
chr21:33664124-33684593	MRAP	0.0	0.622	0.378
chr21:33664124-33684599	MRAP	0.0	0.622	0.378
chr8:30890778-31031277	WRN	0.0	0.622	0.378
chr8:26150732-26230195	PPP2R2A	0.0	0.622	0.378
chr10:119764427-119806114	RAB11FIP2	0.0	0.622	0.378
chr3:184908412-184971886	EHHADH	0.0	0.622	0.378
chr12:58087738-58115340	OS9	0.0	0.622	0.378
chr1:8021714-8045342	PARK7	0.0	0.622	0.378
chr10:48927374-48952629	BMS1P5	0.0	0.622	0.378
chr6:160182989-160200087	ACAT2	0.0	0.622	0.378
chr2:217497551-217529158	IGFBP2	0.0	0.622	0.378
chr8:22462145-22477983	CCAR2	0.0	0.622	0.378
chr7:72854728-72936615	BAZ1B	0.0	0.622	0.378
chrX:52926322-52937585	FAM156A	0.0	0.622	0.378
chrX:52926322-52937585	FAM156A	0.0	0.622	0.378
chr3:150264465-150303803	EIF2A	0.0	0.622	0.378
chr5:140213969-140391929	PCDHA7	0.0	0.622	0.378
chr11:104813594-104827422	CASP4	0.0	0.622	0.378
chr4:111397229-111484493	ENPEP	0.0	0.622	0.378
chr1:169337117-169346621	BLZF1	0.0	0.622	0.378
chr19:57791335-57804936	ZNF460	0.0	0.622	0.378
chr3:190023490-190040235	CLDN1	0.0	0.622	0.378
chr19:57752053-57774106	ZNF805	0.0	0.622	0.378
chr17:28804426-28853832	GOSR1	0.0	0.622	0.378
chr20:44098394-44110172	WFDC2	0.0	0.622	0.378
chr19:57631509-57643293	USP29	0.0	0.622	0.378
chr15:100913144-100978119	CERS3-AS1	0.0	0.622	0.378
chr1:169337117-169357543	BLZF1	0.0	0.622	0.378
chr17:10600927-10614875	ADPRM	0.0	0.622	0.378
chr5:52084136-52249485	ITGA1	0.0	0.622	0.378
chr6:11044924-11079377	ELOVL2-AS1	0.0	0.622	0.378
chr2:163175273-163219618	GCA	0.0	0.622	0.378
chr9:99262395-99329203	CDC14B	0.0	0.622	0.378
chr11:85668214-85780923	PICALM	0.0	0.622	0.378
chr12:66249727-66275947	LOC100129940	0.0	0.622	0.378
chr11:85668214-85780139	PICALM	0.0	0.622	0.378
chr19:44790501-44809178	ZNF235	0.0	0.622	0.378
chr1:25598977-25656936	RHD	0.0	0.622	0.378
chr6:7281376-7313547	SSR1	0.0	0.622	0.378
chr20:50003494-50179370	NFATC2	0.0	0.622	0.378
chr2:20191813-20212455	MATN3	0.0	0.622	0.378
chr2:209100951-209119027	IDH1	0.0	0.622	0.378
chrY:2803518-2850547	ZFY	0.0	0.622	0.378
chr2:209100951-209119182	IDH1	0.0	0.622	0.378
chr22:18852556-18881944	LINC01663	0.0	0.622	0.378
chr2:209100951-209119867	IDH1	0.0	0.622	0.378
chr20:50003494-50159258	NFATC2	0.0	0.622	0.378
chr2:209271555-209359231	PTH2R	0.0	0.622	0.378
chr10:47658233-47701443	ANTXRL	0.0	0.622	0.378
chrX:47494919-47510003	ELK1	0.0	0.622	0.378
chr10:21068903-21463116	NEBL	0.0	0.622	0.378
chr10:121259339-121302222	RGS10	0.0	0.622	0.378
chr2:212240442-213403352	ERBB4	0.0	0.622	0.378
chr16:57673207-57698951	ADGRG1	0.0	0.622	0.378
chr10:72530994-72542329	TBATA	0.0	0.622	0.378
chr1:52195486-52254891	OSBPL9	0.0	0.622	0.378
chrX:114238538-114252207	IL13RA2	0.0	0.622	0.378
chr5:140868808-140892546	PCDHGC5	0.0	0.622	0.378
chr4:54875958-54930815	CHIC2	0.0	0.622	0.378
chr10:21068903-21186531	NEBL	0.0	0.622	0.378
chr12:109460894-109525831	USP30	0.0	0.622	0.378
chr19:38187264-38210089	ZNF607	0.0	0.622	0.378
chr3:153202284-153220486	C3orf79	0.0	0.622	0.378
chr7:36429412-36493401	ANLN	0.0	0.622	0.378
chr10:71078603-71161637	HK1	0.0	0.622	0.378
chr2:100016938-100106518	REV1	0.0	0.622	0.378
chr5:111065000-111093106	NREP	0.0	0.622	0.378
chr4:17812436-17846487	NCAPG	0.0	0.622	0.378
chr12:124457762-124499986	ZNF664	0.0	0.622	0.378
chr1:90024272-90063420	LRRC8B	0.0	0.622	0.378
chr5:111065000-111093104	NREP	0.0	0.622	0.378
chr5:111065000-111092945	NREP	0.0	0.622	0.378
chr4:2965298-3042474	GRK4	0.0	0.622	0.378
chr2:68269332-68290159	C1D	0.0	0.622	0.378
chr1:31205315-31230683	LAPTM5	0.0	0.622	0.378
chr6:135605110-135818903	AHI1	0.0	0.622	0.378
chr2:99858711-99871570	LYG2	0.0	0.622	0.378
chr9:124030380-124095120	GSN	0.0	0.622	0.378
chr20:17922240-17949437	SNX5	0.0	0.622	0.378
chr4:74347462-74369718	AFM	0.0	0.622	0.378
chr18:32397926-32471808	DTNA	0.0	0.622	0.378
chr3:52350335-52434513	DNAH1	0.0	0.622	0.378
chr10:102505468-102589698	PAX2	0.0	0.622	0.378
chr10:60936348-61007534	PHYHIPL	0.0	0.622	0.378
chr5:304291-438405	AHRR	0.0	0.622	0.378
chr4:189376732-189523062	LINC01060	0.0	0.622	0.378
chrX:110924346-111003875	ALG13	0.0	0.622	0.378
chr12:88442790-88535993	CEP290	0.0	0.622	0.378
chr9:33524411-33573001	ANKRD18B	0.0	0.622	0.378
chr5:111065000-111093252	NREP	0.0	0.622	0.378
chrX:19378176-19533379	MAP3K15	0.0	0.622	0.378
chr1:41972036-42384378	HIVEP3	0.0	0.622	0.378
chr8:146102336-146126846	ZNF250	0.0	0.622	0.378
chr8:17354597-17428077	SLC7A2	0.0	0.622	0.378
chr6:118781935-118973020	CEP85L	0.0	0.622	0.378
chr11:111473115-111597641	SIK2	0.0	0.622	0.378
chr12:9142221-9163340	KLRG1	0.0	0.622	0.378
chr8:17104401-17155533	VPS37A	0.0	0.622	0.378
chr4:71337834-71348714	MUC7	0.0	0.622	0.378
chr1:103342023-103574052	COL11A1	0.0	0.622	0.378
chr5:111065000-111312628	NREP	0.0	0.622	0.378
chr2:61705069-61765418	XPO1	0.0	0.622	0.378
chr6:118781935-119031238	CEP85L	0.0	0.622	0.378
chr18:20735789-20840434	CABLES1	0.0	0.622	0.378
chr2:62423262-62451866	B3GNT2	0.0	0.622	0.378
chr5:111065000-111093915	NREP	0.0	0.622	0.378
chr6:121400640-121655646	TBC1D32	0.0	0.622	0.378
chr12:82347498-82386912	LINC02426	0.0	0.622	0.378
chr18:33234533-33291798	GALNT1	0.0	0.622	0.378
chrX:17755569-17773108	SCML1	0.0	0.622	0.378
chr5:111065000-111093793	NREP	0.0	0.622	0.378
chrX:64887511-64961793	MSN	0.0	0.622	0.378
chr5:111065000-111093399	NREP	0.0	0.622	0.378
chr17:65713949-65740324	NOL11	0.0	0.622	0.378
chr17:3907739-4046253	ZZEF1	0.0	0.622	0.378
chr1:186798032-186958113	PLA2G4A	0.0	0.622	0.378
chr5:176513873-176525143	FGFR4	0.0	0.622	0.378
chr6:127759551-127780535	KIAA0408	0.0	0.622	0.378
chr6:130339514-130462594	L3MBTL3	0.0	0.622	0.378
chr7:96745905-96811075	SDHAF3	0.0	0.622	0.378
chr12:92815307-92824778	CLLU1	0.0	0.622	0.378
chr20:850542-896977	ANGPT4	0.0	0.622	0.378
chr13:110959614-111165556	COL4A2	0.0	0.622	0.378
chr3:81043019-81144798	LINC02027	0.0	0.622	0.378
chr5:94994020-95067550	SPATA9	0.0	0.622	0.378
chr5:94994020-95018714	SPATA9	0.0	0.622	0.378
chr6:127898319-127912963	C6orf58	0.0	0.622	0.378
chr17:3343306-3375041	SPATA22	0.0	0.622	0.378
chr7:26706681-26897342	SKAP2	0.0	0.622	0.378
chr17:3343306-3375067	SPATA22	0.0	0.622	0.378
chr7:26706681-26904362	SKAP2	0.0	0.622	0.378
chr17:3343306-3375099	SPATA22	0.0	0.622	0.378
chr5:90598803-90610219	LUCAT1	0.0	0.622	0.378
chr17:3343306-3375126	SPATA22	0.0	0.622	0.378
chr17:3343306-3375142	SPATA22	0.0	0.622	0.378
chr17:3343306-3417146	SPATA22	0.0	0.622	0.378
chr6:20099916-20212695	MBOAT1	0.0	0.622	0.378
chr19:38187264-38210691	ZNF607	0.0	0.622	0.378
chr20:3451665-3596691	ATRN	0.0	0.622	0.378
chr1:90286573-90401989	LRRC8D	0.0	0.622	0.378
chr10:31609042-31818742	ZEB1	0.0	0.622	0.378
chr7:92817852-92861511	HEPACAM2	0.0	0.622	0.378
chr8:62575377-62602408	ASPH	0.0	0.622	0.378
chr11:120107349-120190653	POU2F3	0.0	0.622	0.378
chr17:64298926-64806862	PRKCA	0.0	0.622	0.378
chr5:88185430-88763398	MEF2C-AS1	0.0	0.622	0.378
chr7:92817852-92848908	HEPACAM2	0.0	0.622	0.378
chr7:92817852-92855837	HEPACAM2	0.0	0.622	0.378
chr11:9800214-10315754	SBF2	0.0	0.622	0.378
chr3:105085557-105295757	ALCAM	0.0	0.622	0.378
chr14:55738021-55820329	FBXO34	0.0	0.622	0.378
chr3:105085557-105272014	ALCAM	0.0	0.622	0.378
chr20:3451665-3609932	ATRN	0.0	0.622	0.378
chr4:159603260-159629865	ETFDH	0.0	0.622	0.378
chr7:140705961-140714781	MRPS33	0.0	0.622	0.378
chr6:35704809-35716690	ARMC12	0.0	0.622	0.378
chr12:33528348-33592754	SYT10	0.0	0.622	0.378
chr3:105085557-105244230	ALCAM	0.0	0.622	0.378
chr5:180274611-180288286	ZFP62	0.0	0.622	0.378
chr4:7032281-7047958	LOC100129931	0.0	0.622	0.378
chr1:109419603-109476957	GPSM2	0.0	0.622	0.378
chr1:109419603-109473044	GPSM2	0.0	0.622	0.378
chr19:53471504-53496784	ZNF702P	0.0	0.622	0.378
chr10:62776033-62786175	LINC00845	0.0	0.622	0.378
chr12:30781915-30830178	IPO8	0.0	0.622	0.378
chr3:42734155-42743013	HHATL	0.0	0.622	0.378
chr12:30781915-30848929	IPO8	0.0	0.622	0.378
chr4:99792835-99850243	EIF4E	0.0	0.622	0.378
chr7:103766788-103848495	ORC5	0.0	0.622	0.378
chr5:41925356-41941672	FBXO4	0.0	0.622	0.378
chr7:36363759-36406850	KIAA0895	0.0	0.622	0.378
chr3:119298280-119308792	ADPRH	0.0	0.622	0.378
chr16:53727227-53737850	RPGRIP1L	0.0	0.622	0.378
chr1:41157680-41237275	NFYC	0.0	0.622	0.378
chr4:70146217-70160768	UGT2B28	0.0	0.622	0.378
chr20:26167655-26189869	MIR663AHG	0.0	0.622	0.378
chr3:39183342-39196093	CSRNP1	0.0	0.622	0.378
chr7:36363759-36406878	KIAA0895	0.0	0.622	0.378
chr4:433773-492960	ZNF721	0.0	0.622	0.378
chr7:36363759-36406782	KIAA0895	0.0	0.622	0.378
chr5:41925356-41935185	FBXO4	0.0	0.622	0.378
chr5:121297656-121364295	SRFBP1	0.0	0.622	0.378
chr17:5417438-5487832	NLRP1	0.0	0.622	0.378
chr7:36363759-36406842	KIAA0895	0.0	0.622	0.378
chr10:69865874-69971773	MYPN	0.0	0.622	0.378
chr9:70364018-70374924	LOC101928381	0.0	0.622	0.378
chr7:36363759-36429734	KIAA0895	0.0	0.622	0.378
chr4:99792835-99851788	EIF4E	0.0	0.622	0.378
chr3:39183342-39195102	CSRNP1	0.0	0.622	0.378
chr13:115000320-115038201	CDC16	0.0	0.622	0.378
chr20:31219427-31261743	C20orf203	0.0	0.622	0.378
chr3:42734155-42744319	HHATL	0.0	0.622	0.378
chr17:6756895-6803668	ALOX12P2	0.0	0.622	0.378
chr1:165796732-165880855	UCK2	0.0	0.624	0.376
chr12:133613872-133639890	ZNF84	0.0	0.624	0.376
chr12:21788276-21810728	LDHB	0.0	0.624	0.376
chr2:113125965-113191107	RGPD5	0.0	0.624	0.376
chr5:140855569-140892544	PCDHGC3	0.0	0.624	0.376
chr4:100125879-100140403	ADH6	0.0	0.624	0.376
chr1:47846468-47902989	LINC01389	0.0	0.624	0.376
chr14:39703114-39820397	MIA2	0.0	0.624	0.376
chr15:63340518-63358292	TPM1	0.0	0.624	0.376
chr4:70796799-70812288	CSN1S1	0.0	0.624	0.376
chr4:54326437-54457753	LNX1	0.0	0.624	0.376
chr11:120894813-120960354	TBCEL	0.0	0.624	0.376
chr11:78244222-78269611	LOC101928896	0.0	0.624	0.376
chr14:32183775-32330429	NUBPL	0.0	0.624	0.376
chr20:48697661-48729735	UBE2V1	0.0	0.624	0.376
chr4:75858285-75975325	PARM1	0.0	0.624	0.376
chr17:18231174-18266877	SHMT1	0.0	0.624	0.376
chr19:46651500-46664561	IGFL2	0.0	0.624	0.376
chr20:48697661-48732496	UBE2V1	0.0	0.624	0.376
chr11:125496124-125527042	CHEK1	0.0	0.624	0.376
chr6:109415825-109488329	CEP57L1	0.0	0.624	0.376
chr1:44115797-44171189	KDM4A	0.0	0.624	0.376
chr13:28194880-28241559	POLR1D	0.0	0.624	0.376
chr3:57541974-57642207	PDE12	0.0	0.624	0.376
chr12:21788276-21810789	LDHB	0.0	0.624	0.376
chr13:114462216-114515216	TMEM255B	0.0	0.624	0.376
chr6:165740776-166075588	PDE10A	0.0	0.624	0.376
chr2:25781059-25896516	DTNB	0.0	0.624	0.376
chr20:1206764-1235145	RAD21L1	0.0	0.624	0.376
chr6:30852315-30867933	DDR1	0.0	0.624	0.376
chr7:124385655-124406079	GPR37	0.0	0.624	0.376
chr7:99667594-99680171	ZNF3	0.0	0.624	0.376
chr7:44866488-44887725	H2AFV	0.0	0.624	0.376
chr6:44081191-44094004	MRPL14	0.0	0.624	0.376
chr2:70436576-70475779	TIA1	0.0	0.624	0.376
chr8:91634223-91658133	TMEM64	0.0	0.624	0.376
chr4:156587862-156643721	GUCY1A3	0.0	0.624	0.376
chr7:44788530-44809479	ZMIZ2	0.0	0.624	0.376
chr12:42475648-42538673	GXYLT1	0.0	0.624	0.376
chrX:86772715-86924596	KLHL4	0.0	0.624	0.376
chr3:178957537-178984838	KCNMB3	0.0	0.624	0.376
chr4:156587862-156658214	GUCY1A3	0.0	0.624	0.376
chr6:166778408-166796501	MPC1	0.0	0.624	0.376
chr22:35937352-35950045	RASD2	0.0	0.624	0.376
chr6:109415825-109478000	CEP57L1	0.0	0.624	0.376
chr7:99667594-99679387	ZNF3	0.0	0.624	0.376
chr12:69633317-69668138	CPSF6	0.0	0.624	0.376
chr6_mann_hap4:2713997-2729522	MICA	0.0	0.624	0.376
chrY:25082602-25119431	TTTY4	0.0	0.624	0.376
chr4:119606525-119633425	METTL14	0.0	0.624	0.376
chr6:8079628-8102828	EEF1E1	0.0	0.624	0.376
chrX:86772715-86925050	KLHL4	0.0	0.624	0.376
chr3:52867131-52931597	TMEM110-MUSTN1	0.0	0.624	0.376
chrX:48660423-48673261	HDAC6	0.0	0.624	0.376
chrX:48660423-48683392	HDAC6	0.0	0.624	0.376
chr7:141438407-141450288	SSBP1	0.0	0.624	0.376
chr8:85618162-85834078	RALYL	0.0	0.624	0.376
chr4:41937137-41962824	TMEM33	0.0	0.624	0.376
chr12:105197275-105322472	SLC41A2	0.0	0.624	0.376
chr20:48697661-48770335	TMEM189-UBE2V1	0.0	0.624	0.376
chr10:81142083-81205383	ZCCHC24	0.0	0.624	0.376
chr1:47004368-47035927	MKNK1-AS1	0.0	0.624	0.376
chrX:41193415-41209540	DDX3X	0.0	0.624	0.376
chr8:27092840-27115956	STMN4	0.0	0.624	0.376
chr5:64859063-64883376	PPWD1	0.0	0.624	0.376
chr7:137597557-137686847	CREB3L2	0.0	0.624	0.376
chr6:46517317-46620567	CYP39A1	0.0	0.624	0.376
chr12:10004968-10022458	CLEC2B	0.0	0.624	0.376
chr3:158362317-158410360	GFM1	0.0	0.624	0.376
chr19:41770264-41813688	HNRNPUL1	0.0	0.624	0.376
chr3:158362317-158400222	GFM1	0.0	0.624	0.376
chr3:158288953-158324249	MLF1	0.0	0.624	0.376
chr6_cox_hap2:2880257-2895792	MICA	0.0	0.624	0.376
chr7:92861653-92990435	VPS50	0.0	0.624	0.376
chr21:44513066-44527688	U2AF1	0.0	0.624	0.376
chr21:44513066-44527716	U2AF1L5	0.0	0.624	0.376
chr3:158263009-158288855	LOC100996447	0.0	0.624	0.376
chr7:92861653-92905737	VPS50	0.0	0.624	0.376
chr10:26932037-26942383	FAM238B	0.0	0.624	0.376
chrX:133684054-133694428	LINC00629	0.0	0.624	0.376
chr11:102641233-102651359	MMP10	0.0	0.624	0.376
chr1:222791444-222841354	MIA3	0.0	0.624	0.376
chr11:118978060-118987834	C2CD2L	0.0	0.624	0.376
chr1:35641979-35658746	SFPQ	0.0	0.624	0.376
chr9:13406379-13431328	FLJ41200	0.0	0.624	0.376
chr5:178191862-178245436	AACSP1	0.0	0.624	0.376
chr21:38738185-38887679	DYRK1A	0.0	0.624	0.376
chr4:80822771-80994626	ANTXR2	0.0	0.624	0.376
chr7:119390864-119547429	LINC02476	0.0	0.624	0.376
chr21:40984867-41034816	B3GALT5	0.0	0.624	0.376
chr4:6989235-7034845	TBC1D14	0.0	0.624	0.376
chr4:80822771-80994477	ANTXR2	0.0	0.624	0.376
chr3:184032283-184053146	EIF4G1	0.0	0.624	0.376
chr16:16326389-16388668	NOMO3	0.0	0.624	0.376
chr11:66790816-66818334	SYT12	0.0	0.624	0.376
chr3:184032290-184053146	EIF4G1	0.0	0.624	0.376
chr6:130340205-130462594	L3MBTL3	0.0	0.624	0.376
chr9:91933766-91974578	SECISBP2	0.0	0.624	0.376
chr3:98514814-98620533	DCBLD2	0.0	0.624	0.376
chr2:96676299-96688884	FAHD2CP	0.0	0.624	0.376
chr7:80275969-80303734	CD36	0.0	0.624	0.376
chr7:138391039-138458782	ATP6V0A4	0.0	0.624	0.376
chr5:161274197-161326965	GABRA1	0.0	0.624	0.376
chr20:34742662-34820721	EPB41L1	0.0	0.624	0.376
chr7:138391039-138482941	ATP6V0A4	0.0	0.624	0.376
chr12:88886570-88974250	KITLG	0.0	0.624	0.376
chr11:12308447-12380691	MICALCL	0.0	0.624	0.376
chr3:167453511-167543357	SERPINI1	0.0	0.624	0.376
chr4:54326437-54424436	LNX1	0.0	0.624	0.376
chr2:171627192-171655481	ERICH2	0.0	0.624	0.376
chr11:8932701-8941626	AKIP1	0.0	0.624	0.376
chr12:101786898-101801598	ARL1	0.0	0.624	0.376
chr20:814340-826922	FAM110A	0.0	0.624	0.376
chrX:47431300-47479256	SYN1	0.0	0.624	0.376
chr12:31535157-31743952	DENND5B	0.0	0.624	0.376
chr17:64208147-64225556	APOH	0.0	0.624	0.376
chr2:197627756-197664492	GTF3C3	0.0	0.624	0.376
chr10:101491958-101515894	CUTC	0.0	0.624	0.376
chr12:38710557-38723528	ALG10B	0.0	0.624	0.376
chr16:19717674-19729492	KNOP1	0.0	0.624	0.376
chr3:35683849-35835988	ARPP21	0.0	0.624	0.376
chr11:118443102-118473747	ARCN1	0.0	0.624	0.376
chr1:202909953-202927524	ADIPOR1	0.0	0.624	0.376
chr2:114195268-114253781	CBWD2	0.0	0.624	0.376
chr1:22005072-22109692	USP48	0.0	0.624	0.376
chr2:182401401-182521834	CERKL	0.0	0.624	0.376
chr3:184530295-184770402	VPS8	0.0	0.624	0.376
chr15:40545379-40569688	PAK6	0.0	0.624	0.376
chr1:84629867-84671122	PRKACB	0.0	0.624	0.376
chr15:77712993-77777946	HMG20A	0.0	0.624	0.376
chr1:49839873-49937757	AGBL4-IT1	0.0	0.624	0.376
chr9:110047050-110094475	RAD23B	0.0	0.624	0.376
chr2:171640296-171655481	ERICH2	0.0	0.624	0.376
chr6:44081191-44094411	MRPL14	0.0	0.624	0.376
chr17:72772622-72835922	TMEM104	0.0	0.624	0.376
chr19:22573899-22605148	ZNF98	0.0	0.624	0.376
chrX:79675946-79700810	FAM46D	0.0	0.624	0.376
chr9:35817014-35828744	FAM221B	0.0	0.624	0.376
chr15:42120283-42140346	JMJD7-PLA2G4B	0.0	0.624	0.376
chrX:30845559-30907511	TAB3	0.0	0.624	0.376
chr3:93591881-93692925	PROS1	0.0	0.624	0.376
chr4:185570767-185616113	PRIMPOL	0.0	0.624	0.376
chr5:74632993-74657926	HMGCR	0.0	0.624	0.376
chr10:43572517-43625797	RET	0.0	0.624	0.376
chr12:10103915-10138194	CLEC12A	0.0	0.624	0.376
chr19:2907106-2918474	ZNF57	0.0	0.624	0.376
chr6:111135824-111216915	AMD1	0.0	0.624	0.376
chr2:220462573-220481173	STK11IP	0.0	0.624	0.376
chr2:136663451-136743254	DARS	0.0	0.624	0.376
chrX:79483988-79590817	CHMP1B2P	0.0	0.624	0.376
chr3:97158437-97367421	EPHA6	0.0	0.624	0.376
chr13:33590571-33640282	KL	0.0	0.624	0.376
chr10:74653314-74692794	OIT3	0.0	0.624	0.376
chr4:25162294-25200127	SEPSECS-AS1	0.0	0.624	0.376
chr3:178735011-178789656	ZMAT3	0.0	0.624	0.376
chr4:169311253-169401665	DDX60L	0.0	0.624	0.376
chr17:49039535-49124329	SPAG9	0.0	0.624	0.376
chr6:44081191-44095228	MRPL14	0.0	0.624	0.376
chr11:111944968-111955874	C11orf57	0.0	0.624	0.376
chr19:53935227-53961515	ZNF761	0.0	0.624	0.376
chr3:139076433-139108522	COPB2	0.0	0.624	0.376
chrX:53220503-53254604	KDM5C	0.0	0.624	0.376
chr13:113344643-113541482	ATP11A	0.0	0.624	0.376
chr17:46125686-46138907	NFE2L1	0.0	0.624	0.376
chr11:63137261-63177712	SLC22A9	0.0	0.624	0.376
chr7:7222246-7288280	C1GALT1	0.0	0.624	0.376
chr15:89921273-89941718	MIR9-3HG	0.0	0.624	0.376
chr11:63304273-63313930	RARRES3	0.0	0.624	0.376
chr15:89055711-89089934	DET1	0.0	0.624	0.376
chr4:87040959-87141079	LOC101929064	0.0	0.624	0.376
chr2:120059793-120124404	C2orf76	0.0	0.624	0.376
chr19:30302901-30315224	CCNE1	0.0	0.624	0.376
chr17:74620838-74639920	ST6GALNAC1	0.0	0.624	0.376
chr1:205305193-205326128	KLHDC8A	0.0	0.624	0.376
chr10:37414785-37521495	ANKRD30A	0.0	0.624	0.376
chr3:23986751-24022109	NR1D2	0.0	0.624	0.376
chr3:133292434-133309118	CDV3	0.0	0.624	0.376
chr20:37101449-37207504	RALGAPB	0.0	0.624	0.376
chr2:226265602-226518734	NYAP2	0.0	0.624	0.376
chr2:227007510-227044778	LOC646736	0.0	0.624	0.376
chr6_qbl_hap6:4170809-4181419	BRD2	0.0	0.624	0.376
chr3:23375626-23648882	MIR548AC	0.0	0.624	0.376
chr16:56485392-56511407	OGFOD1	0.0	0.624	0.376
chr5:154237809-154256352	CNOT8	0.0	0.624	0.376
chr3:23851934-23933131	UBE2E1	0.0	0.624	0.376
chr10:102989351-102998616	LBX1-AS1	0.0	0.624	0.376
chr19:53935227-53947925	TPM3P9	0.0	0.624	0.376
chr9:80850978-80893353	CEP78	0.0	0.624	0.376
chr1:245013602-245027827	HNRNPU	0.0	0.624	0.376
chr9:80850978-80881991	CEP78	0.0	0.624	0.376
chr8:67344718-67381044	ADHFE1	0.0	0.624	0.376
chr1:247002400-247095280	AHCTF1	0.0	0.624	0.376
chr1:247002402-247094726	AHCTF1	0.0	0.624	0.376
chr1:205271191-205290919	NUAK2	0.0	0.624	0.376
chr10:115469104-115490668	CASP7	0.0	0.624	0.376
chr1:114304454-114355098	RSBN1	0.0	0.624	0.376
chr3:44626456-44637557	ZNF660	0.0	0.624	0.376
chr8:17396286-17428077	SLC7A2	0.0	0.624	0.376
chr3:93591881-93692934	PROS1	0.0	0.624	0.376
chr2:32582096-32843965	BIRC6	0.0	0.624	0.376
chr11:94695787-94706776	CWC15	0.0	0.624	0.376
chr4:106290234-106395227	PPA2	0.0	0.624	0.376
chr14:100842755-100996640	WDR25	0.0	0.624	0.376
chr14:100842833-100996640	WDR25	0.0	0.624	0.376
chr2:109510927-109605828	EDAR	0.0	0.624	0.376
chr5:80597402-80608965	ZCCHC9	0.0	0.624	0.376
chr2:33152194-33171202	LOC100271832	0.0	0.624	0.376
chr2:7057549-7184313	RNF144A	0.0	0.624	0.376
chr15:93160679-93199031	FAM174B	0.0	0.624	0.376
chr20:25750234-25781927	FAM182B	0.0	0.624	0.376
chr22:50014104-50051190	C22orf34	0.0	0.624	0.376
chr11:3666361-3685646	ART1	0.0	0.624	0.376
chr4:102711764-102995969	BANK1	0.0	0.624	0.376
chr15:100940600-101084618	CERS3	0.0	0.624	0.376
chr17:66202270-66253305	AMZ2	0.0	0.624	0.376
chr3:88031726-88042981	HTR1F	0.0	0.624	0.376
chr6_qbl_hap6:2145314-2160922	DDR1	0.0	0.624	0.376
chr7:39989959-40136733	CDK13	0.0	0.624	0.376
chr12:31535157-31743376	DENND5B	0.0	0.624	0.376
chr1:202909953-202927700	ADIPOR1	0.0	0.624	0.376
chr10:123872554-124014060	TACC2	0.0	0.624	0.376
chr15:100940600-101084491	CERS3	0.0	0.624	0.376
chr6:139225152-139309398	REPS1	0.0	0.624	0.376
chr2:105654483-105716418	MRPS9	0.0	0.624	0.376
chr14:77924373-77935815	AHSA1	0.0	0.624	0.376
chr5:114914193-114961876	TMED7-TICAM2	0.0	0.624	0.376
chr17:21904062-21913070	FLJ36000	0.0	0.624	0.376
chr12:102091417-102122846	CHPT1	0.0	0.624	0.376
chr19:21579921-21591601	ZNF493	0.0	0.624	0.376
chr11:4137308-4160155	RRM1	0.0	0.624	0.376
chr12:69202797-69239324	MDM2	0.0	0.624	0.376
chr17:33914282-34053436	AP2B1	0.0	0.624	0.376
chr4:113218499-113363764	ALPK1	0.0	0.624	0.376
chr2:78315856-78354932	LOC101927948	0.0	0.624	0.376
chr9:124217319-124262306	GGTA1P	0.0	0.624	0.376
chr20:45837859-45985633	ZMYND8	0.0	0.624	0.376
chr7:88388682-88966371	ZNF804B	0.0	0.624	0.376
chr2:218664512-218808796	TNS1	0.0	0.624	0.376
chrY:25082602-25119431	TTTY4	0.0	0.624	0.376
chr19:57946693-57958465	ZNF749	0.0	0.624	0.376
chr6:44081191-44095044	MRPL14	0.0	0.624	0.376
chr11:5641174-5665625	TRIM34	0.0	0.624	0.376
chr3:111697723-111712215	ABHD10	0.0	0.624	0.376
chr10:225934-295729	ZMYND11	0.0	0.624	0.376
chr19:33685599-33699773	LRP3	0.0	0.624	0.376
chr2:132905164-132919525	ANKRD30BL	0.0	0.624	0.376
chr1:198492352-198510075	ATP6V1G3	0.0	0.624	0.376
chr2:132905164-133015542	ANKRD30BL	0.0	0.624	0.376
chr5:114914193-114938176	TICAM2	0.0	0.624	0.376
chr16:85932774-85956211	IRF8	0.0	0.624	0.376
chr1:21267738-21494532	EIF4G3	0.0	0.624	0.376
chr10:43572517-43622952	RET	0.0	0.624	0.376
chr7:148962120-148982085	ZNF783	0.0	0.624	0.376
chr20:43922086-43936937	MATN4	0.0	0.624	0.376
chr15:42120283-42129785	JMJD7	0.0	0.624	0.376
chr2:7057549-7216484	RNF144A	0.0	0.624	0.376
chr8:42708438-42751866	RNF170	0.0	0.624	0.376
chr12:82752276-82873016	METTL25	0.0	0.624	0.376
chr17:9548854-9633003	USP43	0.0	0.624	0.376
chr9:79792361-79997921	VPS13A	0.0	0.624	0.376
chr4:36285644-36346407	DTHD1	0.0	0.624	0.376
chr3:178957537-178977679	KCNMB3	0.0	0.624	0.376
chr17:53469974-53499341	MMD	0.0	0.624	0.376
chr20:43922086-43936967	MATN4	0.0	0.624	0.376
chr5:130506607-130541119	LYRM7	0.0	0.624	0.376
chr20:43922086-43937169	MATN4	0.0	0.624	0.376
chr13:102142303-102368796	ITGBL1	0.0	0.624	0.376
chr6:142395621-142468242	NMBR	0.0	0.624	0.376
chr6:142395621-142409936	NMBR	0.0	0.624	0.376
chr6:32938665-32949282	BRD2	0.0	0.624	0.376
